App,Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Size in MB
DC Trails-Hop On Hop Off Tours,TRAVEL_AND_LOCAL,3.1,16,5000,Free,0.0,Everyone,Travel & Local,01-08-2018,1.4.9,4.0.3 and up,18.0
DC Metro Transit,TRAVEL_AND_LOCAL,4.5,339,5000,Paid,2.99,Everyone,Travel & Local,13-05-2018,5.11.3,4.1 and up,10.0
AC DC Power Monitor,LIFESTYLE,5.0,1,10,Paid,3.04,Everyone,Lifestyle,29-05-2016,1.2,2.3 and up,1.2
McClatchy DC Bureau,NEWS_AND_MAGAZINES,4.3,80,5000,Free,0.0,Everyone 10+,News & Magazines,18-06-2018,6.0.1,4.4W and up,8.7
AutoScout24 - used car finder,AUTO_AND_VEHICLES,4.4,186648,10000000,Free,0.0,Everyone,Auto & Vehicles,02-08-2018,9.3.52,4.2 and up,42.0
Your Freedom VPN Client,COMMUNICATION,4.0,74497,5000000,Free,0.0,Everyone,Communication,19-05-2018,20180518-01,4.0 and up,5.3
Speed Camera Radar,MAPS_AND_NAVIGATION,4.1,54034,5000000,Free,0.0,Teen,Maps & Navigation,30-05-2018,2.1.15,4.0 and up,5.8
WDAMAGE: Car Crash Engine,GAME,3.8,47386,1000000,Free,0.0,Everyone,Racing,06-06-2018,31,4.2 and up,96.0
APUS File Manager (Explorer),TOOLS,4.1,498894,50000000,Free,0.0,Everyone,Tools,02-08-2018,2.8.9.1004,4.0.3 and up,10.0
Offroad Police Car DE,FAMILY,4.3,9149,1000000,Free,0.0,Everyone,Simulation,15-03-2017,1.3,2.3.3 and up,80.0
Easy Language Translator,TOOLS,4.3,191621,10000000,Free,0.0,Everyone,Tools,29-05-2018,1.43,4.0 and up,6.1
Word Search multilingual,GAME,4.2,32849,1000000,Free,0.0,Everyone,Word,30-09-2015,2.2.13,2.3 and up,1.5
Love Collage - Photo Editor,PHOTOGRAPHY,4.3,251686,10000000,Free,0.0,Everyone,Photography,28-07-2017,2.3.8.6,4.1 and up,31.0
Heavy Bus Simulator,FAMILY,4.4,252006,5000000,Free,0.0,Everyone,Simulation,15-03-2018,1.084,2.3 and up,26.0
Love Fonts for FlipFont,PERSONALIZATION,3.9,28694,1000000,Free,0.0,Everyone,Personalization,14-01-2018,1.4.6,4.0.3 and up,2.9
Escape the Prison Room,FAMILY,3.5,113183,5000000,Free,0.0,Everyone,Puzzle,15-12-2017,10.6,4.1 and up,36.0
Bike Racing 3D,GAME,4.2,951435,50000000,Free,0.0,Everyone,Racing,17-01-2018,2.2,2.1 and up,14.0
Satellite Director,TOOLS,4.1,45610,10000000,Free,0.0,Everyone,Tools,02-01-2018,1.56,1.6 and up,0.171875
Truck Driver Cargo,GAME,4.1,257531,10000000,Free,0.0,Everyone 10+,Racing,18-01-2018,7,4.1 and up,44.0
Anime Love Story Games: ✨Shadowtime✨,FAMILY,4.7,198480,5000000,Free,0.0,Everyone,Simulation,03-08-2018,20.0,4.1 and up,82.0
Checkers,GAME,4.5,375996,10000000,Free,0.0,Everyone,Board,06-08-2018,1.48.0,4.1 and up,3.3
Scratch Logo Quiz. Challenging brain puzzle,GAME,3.3,152102,10000000,Free,0.0,Teen,Trivia,30-06-2018,4.16,4.1 and up,18.0
Myth Defense 2: DF,FAMILY,4.2,17108,100000,Free,0.0,Everyone,Strategy,23-06-2016,1.3.9,2.3.3 and up,8.3
Myth Defense 2: DF Platinum,FAMILY,4.6,1764,10000,Paid,3.99,Everyone 10+,Strategy,22-06-2016,1.3.8,2.3.3 and up,8.3
DF@realtime,BUSINESS,4.3,24,1000,Free,0.0,Everyone,Business,26-10-2017,6.0.8.2.GM,3.2 and up,8.0
DF Night Selfies,PHOTOGRAPHY,4.3,194,10000,Free,0.0,Everyone,Photography,15-02-2018,1.6.0,4.0 and up,1.5
DF Coaching,SPORTS,4.0,1,100,Free,0.0,Everyone,Sports,24-05-2018,1.0.1,4.1 and up,3.6
Digital Falak,TOOLS,4.7,3408,50000,Free,0.0,Everyone,Tools,30-05-2018,2.1.1,4.1 and up,15.0
The Divine Feminine App: the DF App,LIFESTYLE,5.0,8,1000,Free,0.0,Everyone,Lifestyle,16-05-2016,0.0.4,4.1 and up,6.7
DF Glue Board,PARENTING,5.0,1,10,Free,0.0,Everyone,Parenting,19-01-2018,Glueboardv.6,4.2 and up,27.0
DF-Server Mobile,PRODUCTIVITY,4.9,17,100,Free,0.0,Everyone,Productivity,07-06-2016,1.0.0,4.4 and up,76.0
Red Transporte DF,MAPS_AND_NAVIGATION,4.3,11100,500000,Free,0.0,Everyone,Maps & Navigation,28-04-2018,2.10.0 Summer,4.0.3 and up,15.0
Droidbug BusyBox Advance PRO,TOOLS,4.5,2,100,Paid,3.99,Everyone,Tools,19-07-2018,1.4,4.0.3 and up,3.3
PDF Reader – PDF Editor 2018,TOOLS,4.1,1648,500000,Free,0.0,Everyone,Tools,31-07-2018,9.5.8,4.1 and up,36.0
Fix Error Google Playstore,BOOKS_AND_REFERENCE,4.3,18,1000,Free,0.0,Everyone,Books & Reference,22-07-2017,1.0,4.0 and up,5.7
DG Coupon,SHOPPING,3.7,668,100000,Free,0.0,Everyone,Shopping,16-07-2018,20.0,4.0 and up,1.1
Penny Finder,SHOPPING,4.2,470,10000,Paid,2.99,Everyone,Shopping,17-07-2018,1.3.7,4.1 and up,4.1
DG - Digital Coupons - Free Coupon and Discount,SHOPPING,3.6,38,10000,Free,0.0,Everyone,Shopping,01-07-2018,20.0,4.0 and up,1.1
DG Surveyor,BUSINESS,3.6,5,50,Paid,8.99,Everyone,Business,30-04-2018,6.00,4.0.3 and up,6.8
DG Smart life,TOOLS,2.1,14,1000,Free,0.0,Everyone,Tools,07-09-2017,1.0.5,4.1 and up,28.0
Krazy Coupon Lady,SHOPPING,4.7,10318,1000000,Free,0.0,Everyone,Shopping,19-06-2018,2.1.8,4.4 and up,32.0
DG UPnP Player Free,VIDEO_PLAYERS,3.2,39,10000,Free,0.0,Everyone,Video Players & Editors,18-03-2016,2.0,4.0.3 and up,12.0
Penny Puss,TOOLS,3.0,19,1000,Paid,4.99,Everyone,Tools,09-07-2016,1.911.1944.4606,4.0 and up,22.0
DG Mobile,GAME,4.3,59,1000,Free,0.0,Everyone,Board,08-04-2017,0.1.10.0,2.3 and up,1.4
Go Go Coupons - Free Coupon and Discount,SHOPPING,3.0,4,1000,Free,0.0,Everyone,Shopping,01-07-2018,10.0,4.0 and up,1.2
ZombieVital DG,FAMILY,4.3,10,100,Paid,12.99,Everyone,Simulation,04-08-2018,Varies with device,Varies with device,20.0
DJ Electro Mix Pad,FAMILY,3.9,53301,10000000,Free,0.0,Everyone,Entertainment,16-06-2017,1.6.0,4.0.3 and up,7.6
DG Screen Recorder,VIDEO_PLAYERS,3.3,12,500,Free,0.0,Everyone,Video Players & Editors,20-10-2015,1.7,5.0 and up,2.9
DG Video Editor,VIDEO_PLAYERS,4.0,486,10000,Free,0.0,Everyone,Video Players & Editors,06-09-2016,1.0.3,4.4 and up,2.5
The DG Buddy,BUSINESS,3.7,3,10,Paid,2.49,Everyone,Business,30-06-2014,v3,2.2 and up,11.0
Roland DG Mobile Panel,TOOLS,2.8,27,1000,Free,0.0,Everyone,Tools,20-02-2018,1.42,4.4 and up,34.0
Destroy Gunners Σ,GAME,4.4,10786,1000000,Free,0.0,Everyone,Arcade,14-01-2017,1.02,4.0.3 and up,21.0
DG-App,TOOLS,5.0,1,500,Free,0.0,Everyone,Tools,29-11-2017,1.0.16,4.1 and up,4.5
Can I pack that? - DG App,TRAVEL_AND_LOCAL,3.9,58,10000,Free,0.0,Everyone,Travel & Local,28-10-2016,2.0.1,4.0.3 and up,22.0
DG Phone Call Task Switcher,PRODUCTIVITY,4.2,43,1000,Free,0.0,Everyone,Productivity,09-06-2015,2.04,4.0 and up,0.033203125
DG Fitness,HEALTH_AND_FITNESS,4.8,6,100,Free,0.0,Everyone,Health & Fitness,23-03-2018,7.7.3,4.1 and up,14.0
Sharaf DG,SHOPPING,4.0,7006,500000,Free,0.0,Everyone,Shopping,12-05-2018,3.10,4.4 and up,12.0
Coupon Mob - Discount Coupons,SHOPPING,3.0,2,100,Free,0.0,Everyone,Shopping,30-05-2018,6.0,3.0 and up,1.3
DG Users,PRODUCTIVITY,4.5,8,100,Free,0.0,Everyone,Productivity,07-06-2018,1.2,4.0.3 and up,3.1
DG Cars,TRAVEL_AND_LOCAL,2.6,122,10000,Free,0.0,Everyone,Travel & Local,08-06-2018,31.11.9.156,4.1 and up,11.0
Free coupons and vouchers,FINANCE,5.0,4,100,Free,0.0,Everyone,Finance,28-07-2018,1.5,4.4 and up,5.9
DG OFF - 100% Free Coupons & Deals,SHOPPING,5.0,1,10,Free,0.0,Everyone,Shopping,11-07-2018,1.0,4.0 and up,1.1
Digoo·Cloud,TOOLS,4.1,543,10000,Free,0.0,Everyone,Tools,05-06-2018,1.2.1009.695,4.0.3 and up,26.0
DG ग्राम / Digital Gram Panchayat,NEWS_AND_MAGAZINES,4.5,53,10000,Free,0.0,Teen,News & Magazines,19-06-2018,1.7,4.0 and up,5.9
DG TV,NEWS_AND_MAGAZINES,5.0,3,100,Free,0.0,Everyone,News & Magazines,26-05-2018,1.2,4.1 and up,5.7
DHgate-Shop Wholesale Prices,SHOPPING,4.5,104068,5000000,Free,0.0,Teen,Shopping,01-08-2018,4.5.1,4.1 and up,37.0
DEER HUNTER CLASSIC,GAME,4.4,3941129,50000000,Free,0.0,Teen,Action,16-07-2018,3.12.0,3.0 and up,77.0
DEER HUNTER RELOADED,GAME,4.3,314774,5000000,Free,0.0,Teen,Action,16-09-2013,3.8.2,2.1 and up,43.0
DH Pineapple Poker OFC,GAME,4.2,1878,100000,Free,0.0,Teen,Casino,09-11-2017,1.0.13,3.0 and up,20.0
DH UFO,FAMILY,3.0,4,1000,Free,0.0,Everyone,Entertainment,08-06-2017,1,4.1 and up,8.0
Galaxy Defense,FAMILY,4.1,78142,5000000,Free,0.0,Everyone,Strategy,22-08-2015,1.2.3,3.0 and up,17.0
Call of Mini™ Dino Hunter,GAME,4.2,326042,10000000,Free,0.0,Teen,Action,06-06-2014,3.1.7,3.0 and up,10.0
Castle Defense 2,FAMILY,4.2,35172,1000000,Free,0.0,Teen,Strategy,20-01-2017,3.2.2,2.3.3 and up,34.0
Dungeon Rush,FAMILY,4.0,28633,1000000,Free,0.0,Everyone 10+,Role Playing,23-12-2016,1.14.0,2.3 and up,81.0
Treasure Defense,FAMILY,4.1,3527,100000,Free,0.0,Teen,Strategy,08-09-2015,2.2.0.23,3.0 and up,35.0
Car Crash III Beam DH Real Damage Simulator 2018,GAME,3.6,151,10000,Free,0.0,Everyone,Racing,20-05-2018,1.03,4.1 and up,100.0
The Lost Lands:DH Lite,FAMILY,4.3,1130,50000,Free,0.0,Teen,Simulation,03-04-2015,1.01,4.2 and up,48.0
DH-UFO,FAMILY,5.0,1,100,Free,0.0,Everyone,Entertainment,24-05-2018,1.0.9,4.4 and up,59.0
Daddyhunt: Gay Dating,SOCIAL,3.9,6450,500000,Free,0.0,Mature 17+,Social,22-01-2018,1.3.5,4.0 and up,14.0
Tiny Defense,FAMILY,4.1,29387,1000000,Free,0.0,Everyone,Strategy,22-08-2015,1.0.6,3.0 and up,16.0
Toys Defense: Horror Land,FAMILY,3.8,168,10000,Free,0.0,Everyone,Strategy,01-03-2017,1.2.2,4.0.3 and up,24.0
D-H Pharmacy,LIFESTYLE,5.0,6,1000,Free,0.0,Everyone,Lifestyle,04-05-2016,v6.1,2.2 and up,2.3
DEER HUNTER CHALLENGE,GAME,3.7,38767,5000000,Free,0.0,Everyone 10+,Action,11-04-2011,1.4.3,2.0 and up,4.1
Kingdom in Chaos,FAMILY,4.3,5623,100000,Free,0.0,Everyone 10+,Role Playing,21-12-2015,1.0.5,2.3 and up,28.0
Desperate Housewives: The Game,FAMILY,4.2,10440,500000,Free,0.0,Teen,Role Playing,06-08-2018,18.30.22,4.4 and up,27.0
Dinosaur War,FAMILY,4.3,157997,10000000,Free,0.0,Everyone,Simulation,04-08-2016,1.4.4,2.3.3 and up,27.0
DH News,NEWS_AND_MAGAZINES,2.5,81,10000,Free,0.0,Mature 17+,News & Magazines,27-11-2017,3.4.5,4.0.3 and up,6.7
Bike Unchained,SPORTS,4.3,83545,5000000,Free,0.0,Everyone,Sports,31-07-2018,1.193,4.0 and up,23.0
Bike 3D Configurator,SPORTS,4.3,34062,1000000,Free,0.0,Everyone,Sports,03-04-2018,1.6.7,4.4 and up,85.0
Castle Defense : Invasion,FAMILY,4.2,1484,100000,Free,0.0,Everyone,Strategy,15-07-2018,1.2.1,4.0.3 and up,41.0
Defender,GAME,4.6,152395,10000000,Free,0.0,Everyone 10+,Action,22-07-2016,1.1.9,2.3 and up,14.0
Avenger Legends,FAMILY,4.0,3715,100000,Free,0.0,Everyone,Role Playing,13-07-2017,1.13.299,4.0.3 and up,94.0
DrivingTest,FAMILY,2.9,975,100000,Free,0.0,Everyone,Simulation,27-02-2017,5,4.1 and up,45.0
Texas HoldEm Poker Deluxe,GAME,4.5,396090,10000000,Free,0.0,Teen,Casino,30-05-2018,1.7.0,4.0.3 and up,26.0
Wallpapers DH 4K,PERSONALIZATION,3.8,23,1000,Free,0.0,Everyone,Personalization,16-07-2018,2.0,4.0.3 and up,5.9
Deck Heroes: Legacy,GAME,4.7,466495,10000000,Free,0.0,Teen,Card,16-07-2018,11.7.5,2.3.3 and up,52.0
Shred! Downhill Mountainbiking,GAME,3.9,41683,1000000,Free,0.0,Everyone,Arcade,02-02-2017,1.67,2.3 and up,63.0
Pocket Heroes,FAMILY,4.5,96658,1000000,Free,0.0,Everyone 10+,Role Playing,05-09-2015,2.0.5,3.0 and up,26.0
Meme Generator Free,FAMILY,4.4,303394,10000000,Free,0.0,Mature 17+,Entertainment,03-08-2018,4.426,4.1 and up,53.0
Stop Smoking - EasyQuit free,HEALTH_AND_FITNESS,4.8,39068,500000,Free,0.0,Everyone,Health & Fitness,07-07-2018,1.2.2,4.1 and up,4.0
FIFA Soccer,SPORTS,4.2,3909032,100000000,Free,0.0,Everyone,Sports,31-07-2018,10.5.00,4.1 and up,51.0
Archery Physics Objects Destruction Apple shooter,GAME,4.5,6026,100000,Free,0.0,Teen,Action,07-07-2018,1.04,4.1 and up,39.0
Story Saver for Instagram,PHOTOGRAPHY,4.5,41331,5000000,Free,0.0,Everyone,Photography,31-07-2018,1.4.4,4.0.3 and up,5.0
Cameringo+ Filters Camera,PHOTOGRAPHY,4.6,28107,500000,Paid,2.99,Everyone,Photography,11-06-2018,2.8.26,4.0 and up,5.7
Cooking in the Kitchen,FAMILY,4.1,217736,10000000,Free,0.0,Everyone,Casual;Pretend Play,02-08-2018,1.1.64,4.1 and up,87.0
Automatic Call Recorder,TOOLS,4.3,1648515,100000000,Free,0.0,Everyone,Tools,02-08-2018,5.42.1,2.3 and up,7.1
Fancy Pants Adventures,GAME,4.7,55952,1000000,Free,0.0,Everyone 10+,Arcade,13-07-2017,1.0.10,4.1 and up,61.0
Shopee: No.1 Belanja Online,SHOPPING,4.2,609186,10000000,Free,0.0,Everyone,Shopping,23-07-2018,2.25.17,4.1 and up,30.0
Lep's World 3 🍀🍀🍀,GAME,4.3,771001,50000000,Free,0.0,Everyone 10+,Action,11-06-2018,2.0.1.3,4.1 and up,52.0
Robbery Bob,GAME,4.5,617732,10000000,Free,0.0,Everyone 10+,Action,29-07-2018,1.18.4,4.1 and up,44.0
Video Downloader - for Instagram Repost App,VIDEO_PLAYERS,4.8,332623,10000000,Free,0.0,Everyone,Video Players & Editors,27-07-2018,1.1.58,4.1 and up,4.6
Nyan Cat: Lost In Space,GAME,4.5,371318,10000000,Free,0.0,Everyone 10+,Arcade,08-06-2018,10.1.6,4.1 and up,90.0
"Quik – Free Video Editor for photos, clips, music",VIDEO_PLAYERS,4.7,696665,10000000,Free,0.0,Everyone,Video Players & Editors,05-07-2018,4.7.4.3869-7b2372c3e,5.0 and up,91.0
Euro Truck Driver (Simulator),FAMILY,4.4,860078,10000000,Free,0.0,Everyone,Simulation,15-02-2018,1.6.0,4.1 and up,30.0
DJ Mix Effects Simulator,FAMILY,4.1,5997,1000000,Free,0.0,Everyone,Simulation,26-01-2018,1.1,4.1 and up,20.0
3D DJ – Music Mixer with Virtual DJ,FAMILY,4.3,796,100000,Free,0.0,Everyone,Entertainment,03-07-2018,6.6.8,5.0 and up,28.0
Virtual DJ Mixer,TOOLS,4.2,2013,100000,Free,0.0,Everyone,Tools,18-05-2017,1.0,4.1 and up,16.0
Mix Virtual DJ 2018,TOOLS,4.2,2925,100000,Free,0.0,Everyone,Tools,23-11-2017,1.0,4.1 and up,16.0
Resources For Virtual DJ,FAMILY,3.6,21095,1000000,Free,0.0,Everyone,Entertainment,16-12-2016,4,4.0.3 and up,7.9
DK 15 Minute Language Course,FAMILY,2.8,21,1000,Free,0.0,Everyone,Education,06-04-2018,1.0.0.5,4.0.3 and up,57.0
DK Readers,FAMILY,3.9,30,1000,Free,0.0,Everyone,Education,02-07-2014,1.1,2.3 and up,16.0
Eyewitness Travel Phrase Book,FAMILY,3.8,10,1000,Free,0.0,Everyone,Education,28-07-2017,1.0,4.1 and up,25.0
DK Quiz,GAME,4.4,1628,50000,Free,0.0,Everyone,Trivia,10-04-2014,1.3,2.3 and up,34.0
DK Virtual Reality,FAMILY,3.7,42,1000,Free,0.0,Everyone,Books & Reference;Education,13-03-2018,1.7.1,5.0 and up,29.0
Bilingual Dictionary Audio App,BOOKS_AND_REFERENCE,2.7,68,5000,Free,0.0,Everyone,Books & Reference,02-05-2018,1.0.0.22,4.1 and up,87.0
Super DK vs Kong Brother Advanced Free Classic,GAME,3.8,66,10000,Free,0.0,Everyone,Arcade,17-07-2018,1.2,4.1 and up,38.0
English for Everyone,FAMILY,3.2,429,10000,Free,0.0,Everyone,Education,06-07-2018,3.9.1,4.4 and up,18.0
DK Live - Sports Play by Play,SPORTS,3.9,255,100000,Free,0.0,Everyone,Sports,22-05-2018,2.1.4,4.4 and up,19.0
DK Eyewitness Audio Walks,TRAVEL_AND_LOCAL,2.3,9,1000,Free,0.0,Everyone,Travel & Local,06-04-2018,1.0.1.8,4.2 and up,70.0
DK Pittsburgh Sports,SPORTS,4.1,556,10000,Free,0.0,Everyone,Sports,26-07-2018,3.0.5,4.2 and up,3.3
LineStar For DK,SPORTS,4.3,1387,50000,Free,0.0,Everyone,Sports,06-06-2018,3.0.3,4.0.3 and up,14.0
Visuelles Wörterbuch Audio-App,FAMILY,3.1,192,10000,Free,0.0,Everyone,Education,07-07-2017,1.1.6,4.1 and up,66.0
Fodbold DK Pro,SPORTS,4.6,315,1000,Paid,2.99,Everyone,Sports,06-06-2018,2.106.0,4.0 and up,4.3
10 Minutes a Day Times Tables,FAMILY,4.1,681,100000,Free,0.0,Everyone,Education,03-07-2014,1.2,2.2 and up,48.0
dk Verk,BUSINESS,4.4,9,500,Free,0.0,Everyone,Business,14-03-2018,2.0.14,4.1 and up,31.0
e-Boks.dk,PRODUCTIVITY,3.2,6752,1000000,Free,0.0,Everyone,Productivity,21-03-2018,3.5.2,4.0.3 and up,3.3
Account Class-11 Solutions (D K Goel),FAMILY,4.5,663,50000,Free,0.0,Everyone,Education,09-02-2018,3.0.0,3.0 and up,25.0
Dating.dk,SOCIAL,3.7,2111,100000,Free,0.0,Mature 17+,Social,06-08-2018,4.1.23,4.4 and up,11.0
Account Class-12 Solutions (D K Goel) Vol-1,FAMILY,4.4,708,50000,Free,0.0,Everyone,Education,12-02-2018,1.0.0,3.0 and up,33.0
Salah Widget (DK+Malmo),LIFESTYLE,4.5,532,10000,Free,0.0,Everyone,Lifestyle,28-06-2015,0.9.9.14,2.3 and up,6.4
PK and DK Audio App,FAMILY,5.0,2,100,Free,0.0,Everyone,Entertainment,25-10-2017,5.1.4,4.1 and up,3.9
dk,FAMILY,4.8,5,10,Free,0.0,Everyone,Education,18-09-2017,1.0,2.3 and up,1.5
Account Class-12 Solutions (D K Goel) Vol-2,FAMILY,4.6,124,10000,Free,0.0,Everyone,Education,17-04-2018,1.0.0,3.0 and up,23.0
DK Browser,COMMUNICATION,4.0,1,10,Free,0.0,Everyone,Communication,25-04-2017,1.0,4.2 and up,2.4
Discovery K!ds Play!,FAMILY,4.1,19388,1000000,Free,0.0,Everyone,Entertainment;Music & Video,03-05-2018,2.1.0.2173,4.0.3 and up,35.0
Transport DK,MAPS_AND_NAVIGATION,4.1,204,10000,Free,0.0,Everyone,Maps & Navigation,29-05-2017,2.28,4.0 and up,11.0
DK Murali,SOCIAL,4.8,65,500,Free,0.0,Teen,Social,25-02-2017,1.1.2,4.1 and up,7.1
GirlTalk.dk,SOCIAL,4.3,3,100,Free,0.0,Teen,Social,22-09-2017,3.1.0,4.1 and up,5.3
NY mobilbank DK - Danske Bank,FINANCE,2.8,851,100000,Free,0.0,Everyone,Finance,26-06-2018,0.38.1,4.3 and up,30.0
Advanced Download Manager Pro,TOOLS,4.7,6505,50000,Paid,2.99,Everyone,Tools,03-11-2017,6.4.0,4.0 and up,2.0
GetThemAll Any File Downloader,TOOLS,4.2,91186,5000000,Free,0.0,Everyone,Tools,22-05-2018,2.0.9,4.0 and up,6.3
Download All Files,TOOLS,3.8,120494,10000000,Free,0.0,Everyone,Tools,13-06-2018,2.0.7,4.1 and up,2.3
Download Manager Pro FREE,PRODUCTIVITY,3.8,637,100000,Free,0.0,Everyone,Productivity,31-10-2017,2.5,4.1 and up,7.2
Download Manager,TOOLS,3.8,79132,10000000,Free,0.0,Everyone,Tools,03-01-2018,1.1.6,2.3 and up,2.2
Download Video Free,FAMILY,4.0,39682,1000000,Free,0.0,Everyone,Entertainment,03-04-2018,3.5.5,4.1 and up,6.2
Fast Download Manager,TOOLS,4.0,18478,1000000,Free,0.0,Everyone,Tools,04-08-2018,1.0.5,2.3 and up,1.7
DL Hughley,FAMILY,4.6,12,1000,Free,0.0,Mature 17+,Entertainment,23-03-2018,2.0.4,4.1 and up,10.0
Turbo Download Manager (and Browser),TOOLS,4.0,32879,5000000,Free,0.0,Everyone,Tools,04-08-2018,5.19,4.0.3 and up,3.2
D.L. Evans Bank Mobile Banking,FINANCE,4.3,85,10000,Free,0.0,Everyone,Finance,02-05-2018,18.1.79,5.0 and up,30.0
The DL Hughley Show,FAMILY,4.3,23,5000,Free,0.0,Everyone,Entertainment,29-05-2018,3.1.2,5.0 and up,11.0
Download Blazer,TOOLS,3.9,34612,5000000,Free,0.0,Everyone,Tools,12-06-2018,2.0.7,4.1 and up,2.4
DL Image Manager,PRODUCTIVITY,5.0,2,10,Paid,0.99,Everyone,Productivity,29-07-2018,1.0.5,4.0 and up,1.7
Download Manager For Android Free,TOOLS,4.0,593,100000,Free,0.0,Everyone,Tools,12-04-2018,12.04.18,3.0 and up,3.3
FrostWire: Torrent Downloader & Music Player,VIDEO_PLAYERS,4.1,253207,10000000,Free,0.0,Everyone,Video Players & Editors,02-08-2018,2.0.7,4.4 and up,13.0
Turbo Downloader,TOOLS,3.9,23348,5000000,Free,0.0,Everyone,Tools,04-07-2018,3.48,4.0.3 and up,3.2
Trimble DL,PRODUCTIVITY,4.2,133,10000,Free,0.0,Everyone,Productivity,12-01-2018,1.0.184,4.2 and up,7.9
Insave-Download for Instagram,PHOTOGRAPHY,4.3,46242,1000000,Free,0.0,Everyone,Photography,20-09-2016,2.1.3,4.0 and up,5.2
+Download 4 Instagram Twitter,SOCIAL,4.5,40467,1000000,Free,0.0,Everyone,Social,02-08-2018,5.03,4.1 and up,22.0
Advanced Download Manager Holo,TOOLS,4.4,16192,1000000,Free,0.0,Everyone,Tools,13-07-2016,4.1.9o,4.0 and up,1.6
G-Download Manager,TOOLS,4.1,802,50000,Free,0.0,Everyone,Tools,24-05-2018,1.0.81,4.1 and up,9.4
DL Calculator,SPORTS,4.5,177,10000,Free,0.0,Everyone,Sports,17-09-2015,1.0,2.2 and up,1.1
Inst Download - Video & Photo,VIDEO_PLAYERS,4.6,148715,10000000,Free,0.0,Everyone,Video Players & Editors,20-12-2017,2.0,4.0 and up,3.3
Vuze Torrent Downloader,VIDEO_PLAYERS,4.1,24565,1000000,Free,0.0,Everyone,Video Players & Editors,04-03-2016,2.1,2.3.3 and up,5.5
IDM Internet Download Manager,PRODUCTIVITY,3.9,1322,100000,Free,0.0,Everyone,Productivity,25-10-2016,1.0.4,4.2 and up,4.2
TorrDroid - Torrent Downloader,TOOLS,4.7,59632,1000000,Free,0.0,Everyone,Tools,03-04-2018,1.5.2,4.1 and up,10.0
Download Manager - File & Video,TOOLS,3.9,8780,1000000,Free,0.0,Everyone,Tools,13-06-2018,2.7.5,4.2 and up,5.0
AndStream - Streaming Download,VIDEO_PLAYERS,4.3,38607,1000000,Free,0.0,Everyone,Video Players & Editors,19-03-2017,3.1.8,2.3 and up,2.9
DM Me - Chat,SOCIAL,2.9,90,10000,Free,0.0,Mature 17+,Social,09-07-2018,1.0,4.0.3 and up,30.0
DM Screen,BOOKS_AND_REFERENCE,4.4,283,10000,Free,0.0,Everyone 10+,Books & Reference,12-01-2018,1.1.10a,4.0 and up,5.4
DM for IG 😘 - Image & Video Saver for Instagram,SOCIAL,3.7,55,5000,Free,0.0,Teen,Social,03-03-2018,3.20.3,4.4 and up,3.7
DM for WhatsApp,COMMUNICATION,4.4,25,5000,Free,0.0,Everyone,Communication,03-06-2018,0.3.7,4.4 and up,2.9
Fifth Edition DM Tools,FAMILY,4.1,942,100000,Free,0.0,Everyone,Role Playing,19-01-2017,1.14b,3.0 and up,3.0
DM airdisk,TOOLS,2.8,11,1000,Free,0.0,Everyone,Tools,05-08-2016,1.7.2,3.0 and up,11.0
Diabetes mellitus (DM) from zero to hero,MEDICAL,4.9,18,1000,Free,0.0,Everyone,Medical,17-01-2018,1.0,4.3 and up,3.0
Auto DM for Twitter 🔥,SOCIAL,3.4,44,1000,Free,0.0,Teen,Social,21-05-2018,HTTPs,4.1 and up,6.3
DM HiDisk,TOOLS,2.8,54,5000,Free,0.0,Everyone,Tools,07-06-2018,1.1.2,4.0.3 and up,20.0
DM EVOLUTION,GAME,2.5,450,10000,Free,0.0,Everyone,Card,23-07-2018,2.0.9,4.1 and up,97.0
Daily DM,PERSONALIZATION,4.7,51,1000,Free,0.0,Everyone,Personalization,04-10-2013,1.0,2.1 and up,0.2529296875
Dungeons and Dragons DM Tools,BOOKS_AND_REFERENCE,3.1,50,1000,Paid,1.99,Everyone,Books & Reference,22-02-2017,2.0,2.3 and up,4.9
DM airdisk Pro,TOOLS,3.2,11,1000,Free,0.0,Everyone,Tools,20-09-2017,2.4.0,4.0.3 and up,36.0
Convert Coordinates DM to DMS,MAPS_AND_NAVIGATION,4.3,15,5000,Free,0.0,Everyone,Maps & Navigation,03-02-2013,1.6,2.2 and up,0.16015625
DM security - Dragon Mobile,TOOLS,3.9,27,1000,Free,0.0,Everyone,Tools,26-04-2017,1.1.1,4.1 and up,3.0
DM 24/7,TOOLS,3.6,7,1000,Free,0.0,Everyone,Tools,01-08-2018,2.3,2.3.3 and up,16.0
DM Storage (for twitter),SOCIAL,3.2,6,100,Free,0.0,Everyone,Social,26-11-2014,1.0,4.1 and up,0.447265625
DM Tracker,COMMUNICATION,3.5,11,1000,Free,0.0,Everyone,Communication,26-07-2018,2.0.1,4.3 and up,5.2
DM Tuning,SPORTS,3.3,64,5000,Free,0.0,Everyone,Sports,04-04-2018,1.9.1,6.0 and up,5.7
Aster DM Healthcare,MEDICAL,2.4,32,5000,Free,0.0,Everyone,Medical,21-11-2017,1.5,4.0.3 and up,8.5
Fake Chat (Direct Message),SOCIAL,4.4,5985,500000,Free,0.0,Everyone,Social,06-07-2017,1.4.2,4.1 and up,5.9
